--- Unified Training v2 (Enhanced) ---
Rank: 0 / 1
Labels: 116
Train: 659 | Val: 165
Epoch 3 | 490/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_7__Pat17 | Loss = 7.2836
Epoch 3 | 500/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_1__Pat75 | Loss = 3.5523
Epoch 3 | 510/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_9__Pat31 | Loss = 5.7603
Epoch 3 | 520/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_0__Pat98 | Loss = 2.7688
Epoch 3 | 530/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_3__Pat25 | Loss = 2.9177
Epoch 3 | 540/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_1__Pat34 | Loss = 5.9842
Epoch 3 | 550/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_0__Pat124 | Loss = 4.7065
Epoch 3 | 560/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_0__Pat109 | Loss = 8.3885
Epoch 3 | 590/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Iodine_0__Pat116 | Loss = 3.4479
Epoch 3 | 600/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_0__Pat106 | Loss = 28.4714
Epoch 3 | 610/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_0__Pat118 | Loss = 9.4783
Epoch 3 | 620/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_4__Pat91 | Loss = 2.5483
Epoch 3 | 640/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_0__Pat95 | Loss = 7.0188
Epoch 3 | 650/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_1__Pat8 | Loss = 3.0830
Epoch 3 | 659/659 | UNC_FDM_DPI-2024-7-KRN_Lu177_PSMA__PETPSMA_1__Pat18 | Loss = 5.1296
Epoch 3 COMPLETE | Avg Train Loss = 9.3698 | Val Loss = 9.7731
Saved best checkpoint to checkpoint_best.jld
Epoch 4 | 10/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_1__Pat3 | Loss = 4.4057
Epoch 4 | 20/659 | FDM_DPI-2024-7-KRN_Lu177_PSMA__SPECT_Tc_4__Pat9 | Loss = 3.1757
